TMDB ID,Title,Release Date,Budget,Revenue,IMDB ID,Rating,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,IMDB Rating,IMDB Votes,DVD Release Date,Production,Day of Release,Month of Release,Year of Release,Revenue (Millions)
13090,Sunshine Cleaning,2008-01-18,5000000.0,16174377.0,tt0862846,R,91 min,"Comedy, Drama",Christine Jeffs,Megan Holley,"Amy Adams, Emily Blunt, Alan Arkin, Jason Spevack","In order to raise the tuition to send her young son to private school, a mom starts an unusual business -- a biohazard removal/crime scene clean-up service -- with her unreliable sister.","English, Spanish",USA,2 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTU4MzUzMTg4M15BMl5BanBnXkFtZTcwNDY2MjUyMg@@._V1_SX300.jpg,6.8,"67,956",25 Aug 2009,Overture Films,Friday,January,2008,16.174377
6557,27 Dresses,2008-01-18,30000000.0,160259319.0,tt0988595,PG-13,111 min,"Comedy, Romance",Anne Fletcher,Aline Brosh McKenna,"Brian Kerwin, Charli Barcena, Peyton List, Jane Pfitsch","After serving as a bridesmaid 27 times, a young woman wrestles with the idea of standing by her sister's side as her sibling marries the man she's secretly in love with.",English,USA,5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMzI5OTM0OTg2MF5BMl5BanBnXkFtZTcwNjAyMTU1MQ@@._V1_SX300.jpg,6.1,"148,001",29 Apr 2008,20th Century Fox,Friday,January,2008,160.259319
26901,"Otto; or, Up with Dead People",2008-01-19,0.0,11295.0,tt1151384,Not Rated,94 min,"Comedy, Drama, Fantasy, Horror",Bruce La Bruce,Bruce La Bruce,"Jey Crisfar, Marcel Schlutt, Nicholas Fox Ricciardi, Keith Böhm","Otto is a handsome, sensitive, neo-Goth zombie with an identity crisis wandering the streets of the city, until one day he auditions for a zombie film...","English, German","Germany, Canada",1 win.,https://m.media-amazon.com/images/M/MV5BNWFlYmI5ZDctNDA2MS00NWFlLWIwMDctYjk3MGNhNjNkNTA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,5.3,"1,752",10 Feb 2009,Strand Releasing,Saturday,January,2008,0.011295
4953,Be Kind Rewind,2008-01-20,20000000.0,30600000.0,tt0799934,PG-13,102 min,Comedy,Michel Gondry,Michel Gondry,"Jack Black, Yasiin Bey, Danny Glover, Mia Farrow","Two bumbling store clerks inadvertently erase the footage from all of the tapes in their video rental store. In order to keep the business running, they re-shoot every film in the store with their own camera, with a budget of zero dollars.",English,"UK, France, USA",4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU4MjY2MTU2MV5BMl5BanBnXkFtZTYwNjUzODc4._V1_SX300.jpg,6.4,"86,693",10 Jun 2008,New Line Cinema,Sunday,January,2008,30.6
8090,Untraceable,2008-01-22,35000000.0,52659594.0,tt0880578,R,101 min,"Crime, Mystery, Thriller",Gregory Hoblit,"Robert Fyvolent (screenplay), Mark Brinker (screenplay), Allison Burnett (screenplay), Robert Fyvolent (story), Mark Brinker (story)","Diane Lane, Billy Burke, Colin Hanks, Joseph Cross","FBI agent Jennifer Marsh is tasked with hunting down a seemingly untraceable serial killer who posts live videos of his victims on the Internet. As time runs out, the cat and mouse chase becomes more personal.",English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTYyNTcwODYzMF5BMl5BanBnXkFtZTcwNjMwMzU1MQ@@._V1_SX300.jpg,6.2,"45,783",13 May 2008,Sony/Screen Gems,Tuesday,January,2008,52.659594
7278,Meet the Spartans,2008-01-24,30000000.0,84646831.0,tt1073498,PG-13,86 min,Comedy,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo","A spoof of 300 (2006) and many other movies, TV series/shows/commercials, video games and celebrities. King Leonidas of Sparta and his army of 12 go to war against Xerxes of Persia to fight to the death for Sparta's freedom.",English,USA,6 nominations.,https://m.media-amazon.com/images/M/MV5BMjAxMDE3NDQwMF5BMl5BanBnXkFtZTcwMjA0MzU1MQ@@._V1_SX300.jpg,2.8,"98,742",03 Jun 2008,20th Century Fox,Thursday,January,2008,84.646831
2395,Asterix at the Olympic Games,2008-01-30,97250400.0,132900000.0,tt0463872,Not Rated,116 min,"Adventure, Comedy, Family, Fantasy","Frédéric Forestier, Thomas Langmann","René Goscinny (comic book), Albert Uderzo (comic book), Thomas Langmann (screenplay), Olivier Dazat (screenplay), Alexandre Charlot (screenplay), Franck Magnier (screenplay), Alexandre Charlot (adaptation), Franck Magnier (adaptation), Thomas Langmann (adaptation)","Gérard Depardieu, Clovis Cornillac, Benoît Poelvoorde, Alain Delon",Astérix and Obélix compete at the Olympics in order to help their friend Lovesix marry Princess Irina. Brutus also tries to win the game with his own team and get rid of his father Julius Caesar.,"French, Portuguese","France, Germany, Spain, Italy, Belgium",,https://m.media-amazon.com/images/M/MV5BMTg1MzkwMzg2Ml5BMl5BanBnXkFtZTcwNTg4MzQ4MQ@@._V1_SX300.jpg,5.2,"25,957",,Pathé Distribution,Wednesday,January,2008,132.9
14220,Strange Wilderness,2008-02-01,0.0,6575282.0,tt0489282,R,87 min,"Adventure, Comedy",Fred Wolf,"Peter Gaulke, Fred Wolf","Steve Zahn, Allen Covert, Jonah Hill, Kevin Heffernan","With the ratings dropping for a wilderness-themed television show, two animal fans go to the Andes Mountains in search of Bigfoot.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTI1MTI1OTUxNl5BMl5BanBnXkFtZTcwMDQzMjU1MQ@@._V1_SX300.jpg,5.3,"20,310",20 May 2008,Paramount Classics,Friday,February,2008,6.575282
9030,The Eye,2008-02-01,12000000.0,56309766.0,tt0406759,PG-13,98 min,"Drama, Horror, Mystery, Thriller","David Moreau, Xavier Palud","Sebastian Gutierrez (screenplay), Yuet-Jan Hui, Oxide Chun Pang, Danny Pang","Jessica Alba, Alessandro Nivola, Parker Posey, Rade Serbedzija",A woman receives an eye transplant that allows her to see into the supernatural world.,"English, Spanish","USA, Canada",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTMyNjg3OTQyM15BMl5BanBnXkFtZTcwMjkyMzU1MQ@@._V1_SX300.jpg,5.4,"49,834",06 Jun 2008,Lionsgate Films,Friday,February,2008,56.309766
8321,In Bruges,2008-02-08,15000000.0,34533783.0,tt0780536,R,107 min,"Comedy, Crime, Drama, Thriller",Martin McDonagh,Martin McDonagh,"Elizabeth Berrington, Rudy Blomme, Olivier Bonjour, Mark Donovan","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.",English,"UK, USA",Nominated for 1 Oscar. Another 24 wins & 54 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwOGFiM2QtOWMxYS00MjU2LThmZDMtZDM2MWMzNzllNjdhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.9,"372,769",24 Jun 2008,Focus Features,Friday,February,2008,34.533783
10900,Surveillance,2008-02-08,3500000.0,1115493.0,tt0409345,R,97 min,"Crime, Drama, Mystery, Thriller",Jennifer Lynch,"Kent Harper, Jennifer Lynch","Caroline Aaron, Hugh Dillon, David Gane, Gill Gayle",Two FBI agents attempt to clarify the murders occurring in a desolate region. They approach the witnesses of the latest incident with the help of the local police. All of them hide something and all have wildly different stories to tell.,English,"USA, Germany, Canada",3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BYmU2YzJhZTctNmZmNS00OGNlLWIzODctMmYxMTQ1MzRmYjZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,"16,328",18 Aug 2009,Magnet Releasing,Friday,February,2008,1.115493
13490,Welcome Home Roscoe Jenkins,2008-02-08,35000000.0,43650785.0,tt0494652,PG-13,114 min,"Comedy, Romance",Malcolm D. Lee,Malcolm D. Lee,"Martin Lawrence, James Earl Jones, Margaret Avery, Joy Bryant","Dr. RJ Stevens is a talk show host who visits his family in the deep south. While there he reunites with his brother Otis, his sister Betty, his cousin/rival Clyde and his childhood love interest Lucinda Allen.",English,USA,,https://m.media-amazon.com/images/M/MV5BNjIwODgyMDk5OF5BMl5BanBnXkFtZTYwMzQ5Nzc4._V1_SX300.jpg,5.5,"12,808",17 Jun 2008,Universal Pictures,Friday,February,2008,43.650785
8676,Fool's Gold,2008-02-08,70000000.0,111231041.0,tt0770752,PG-13,112 min,"Action, Adventure, Comedy, Romance, Thriller",Andy Tennant,"John Claflin (screenplay), Daniel Zelman (screenplay), Andy Tennant (screenplay), John Claflin (story), Daniel Zelman (story)","Matthew McConaughey, Kate Hudson, Donald Sutherland, Alexis Dziena",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.,English,USA,5 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3NTQ2MDY4OF5BMl5BanBnXkFtZTcwOTAzMjU1MQ@@._V1_SX300.jpg,5.7,"70,024",17 Jun 2008,Warner Bros. Pictures,Friday,February,2008,111.231041
7351,Julia,2008-02-09,6000000.0,1300000.0,tt0076245,PG,117 min,Drama,Fred Zinnemann,"Lillian Hellman (based upon the story by), Alvin Sargent (screenplay)","Jane Fonda, Vanessa Redgrave, Jason Robards, Maximilian Schell","At the behest of an old and dear friend, playwright Lillian Hellman undertakes a dangerous mission to smuggle funds into Nazi Germany.","English, French, German, Russian",USA,Won 3 Oscars. Another 18 wins & 24 nominations.,https://m.media-amazon.com/images/M/MV5BNTI2YjQ3MWYtODczNy00M2VmLWI2ODYtYmVlMzc1MTQ3MzM1XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.2,"8,264",07 Feb 2006,20th Century Fox Film Corporation,Saturday,February,2008,1.3
8328,Step Up 2: The Streets,2008-02-14,23000000.0,150816700.0,tt1023481,PG-13,98 min,"Drama, Music, Romance",Jon M. Chu,"Toni Ann Johnson, Karen Barna, Duane Adler (characters)","Briana Evigan, Robert Hoffman, Adam Sevani, Cassie Ventura",Romantic sparks occur between two dance students from different backgrounds at the Maryland School of the Arts.,"English, Russian",USA,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTc0NzYxOTgxOF5BMl5BanBnXkFtZTcwMTgxMjc1MQ@@._V1_SX300.jpg,6.2,"77,247",15 Jul 2008,Touchstone Pictures,Thursday,February,2008,150.8167
8390,"Definitely, Maybe",2008-02-14,0.0,55447968.0,tt0832266,PG-13,112 min,"Comedy, Drama, Romance",Adam Brooks,Adam Brooks,"Ryan Reynolds, An Nguyen, Matthew Mason, Rick Derby",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,English,"UK, France, Germany, USA",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc1Mzc1ODMxMF5BMl5BanBnXkFtZTcwNDY1MzU1MQ@@._V1_SX300.jpg,7.1,"149,310",24 Jun 2008,Universal Pictures,Thursday,February,2008,55.447968
8204,The Spiderwick Chronicles,2008-02-14,90000000.0,162839667.0,tt0416236,PG,96 min,"Action, Adventure, Drama, Family, Fantasy",Mark Waters,"Karey Kirkpatrick (screenplay), David Berenbaum (screenplay), John Sayles (screenplay), Tony DiTerlizzi (books), Holly Black (books)","Freddie Highmore, Mary-Louise Parker, Nick Nolte, Sarah Bolger","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",English,USA,2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMTMzMDcyMzM2Ml5BMl5BanBnXkFtZTYwNzg1Nzc4._V1_SX300.jpg,6.5,"84,004",24 Jun 2008,Paramount Pictures,Thursday,February,2008,162.839667
14073,Jodhaa Akbar,2008-02-15,5800000.0,28700000.0,tt0449994,Not Rated,213 min,"Action, Drama, History, Romance, War",Ashutosh Gowariker,"Haidar Ali (story), Haidar Ali (screenplay), Ashutosh Gowariker (screenplay), K.P. Saxena (dialogue), Rajshri Sudhakar (Dialogue Writer: Telugu)","Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.","Hindi, Urdu",India,32 wins & 21 nominations.,https://m.media-amazon.com/images/M/MV5BMTI1ODQ2MDIxMl5BMl5BanBnXkFtZTcwNTc3Mzk1MQ@@._V1_SX300.jpg,7.6,"27,692",09 Sep 2008,UTV Communications,Friday,February,2008,28.7
148665,"Me & You, Us, Forever",2008-02-15,0.0,84093.0,tt0829432,PG,92 min,Drama,Dave Christiano,Dave Christiano,"Michael Blain-Rozgay, Stacey J. Aswad, Hugh McLean, Jenna Bailey","A love story based in 1974 and 2004. A 47-year-old Christian man, on the other side of an unwanted divorce, reminisces about his old high school girlfriend from 30 years prior.",English,USA,,https://m.media-amazon.com/images/M/MV5BMTUwMDM5NjI0NF5BMl5BanBnXkFtZTgwNTE1MDczMjE@._V1_SX300.jpg,4.2,167,25 Feb 2009,Five &amp; Two Pictures,Friday,February,2008,0.084093
8279,Paris,2008-02-20,19000000.0,23550000.0,tt0869994,R,130 min,"Comedy, Drama, Romance",Cédric Klapisch,Cédric Klapisch,"Fabrice Luchini, Romain Duris, Joffrey Platel, Mélanie Laurent","A ex-dancer has a heart problem and even with a transplant, he may still only have a few months to live. Time's spent looking at people/life in Paris from his balcony. His single mom sister moves in with her 3 kids to look after him.",French,France,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTMxNjMxNjMwOF5BMl5BanBnXkFtZTcwMjA1OTIxMw@@._V1_SX300.jpg,6.8,"11,251",10 Mar 2010,IFC,Wednesday,February,2008,23.55
13059,The Signal,2008-02-22,50000.0,249905.0,tt2910814,PG-13,97 min,"Drama, Mystery, Sci-Fi, Thriller",William Eubank,"Carlyle Eubank, William Eubank, David Frigerio","Patrick Davidson, Brenton Thwaites, Olivia Cooke, Beau Knapp","On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",English,USA,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTA2MDc5MDQ2MTVeQTJeQWpwZ15BbWU4MDY4Njc3NDEx._V1_SX300.jpg,6.1,"59,466",23 Sep 2014,Focus Features,Friday,February,2008,0.249905
7461,Vantage Point,2008-02-22,40000000.0,151161491.0,tt0443274,PG-13,90 min,"Action, Crime, Drama, Mystery, Thriller",Pete Travis,Barry L. Levy,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill",The attempted assassination of the American President is told and re-told from several different perspectives.,"English, Spanish","USA, Mexico",2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTg3MjQ5OTY4M15BMl5BanBnXkFtZTcwNjk1MDU1MQ@@._V1_SX300.jpg,6.6,"141,096",01 Jul 2008,Sony Pictures Releasing,Friday,February,2008,151.161491
8265,Welcome to the Sticks,2008-02-27,11000000.0,53191886.0,tt1064932,Not Rated,106 min,"Comedy, Romance",Dany Boon,"Dany Boon, Alexandre Charlot (dialogue), Alexandre Charlot, Franck Magnier (dialogue), Franck Magnier","Kad Merad, Dany Boon, Zoé Félix, Lorenzo Ausilia-Foret","A French public servant from Provence is banished to the far North. Strongly prejudiced against this cold and inhospitable place, he leaves his family behind to relocate temporarily there, with the firm intent to quickly come back.",French,France,5 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BNTI2NzdjMDYtMjc4Zi00ZWU0LTkyZmUtZWY5YzJlYzU0OTcyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.1,"37,340",02 Dec 2008,Christal Films,Wednesday,February,2008,53.191886
12184,The Other Boleyn Girl,2008-02-28,35000000.0,78269970.0,tt0467200,PG-13,115 min,"Biography, Drama, History, Romance",Justin Chadwick,"Peter Morgan (screenplay), Philippa Gregory (novel)","Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",Two sisters contend for the affection of King Henry VIII.,English,"UK, USA",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ2NTg1Mjk1Ml5BMl5BanBnXkFtZTYwODI5Njk3._V1_SX300.jpg,6.7,"99,325",10 Jun 2008,Sony Pictures/Columbia,Thursday,February,2008,78.26997
13260,Semi-Pro,2008-02-29,0.0,33472850.0,tt0839980,R,91 min,"Comedy, Sport",Kent Alterman,Scot Armstrong,"Will Ferrell, Woody Harrelson, André Benjamin, Maura Tierney","Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTc1MjQ4NTc3M15BMl5BanBnXkFtZTcwMTc3NTg1MQ@@._V1_SX300.jpg,5.8,"75,613",03 Jun 2008,New Line Cinema,Friday,February,2008,33.47285
12222,Horton Hears a Who!,2008-03-03,85000000.0,297138014.0,tt0451079,G,86 min,"Animation, Adventure, Comedy, Family, Fantasy","Jimmy Hayward, Steve Martino","Cinco Paul (screenplay by), Ken Daurio (screenplay by), Dr. Seuss (based upon the book by)","Jim Carrey, Steve Carell, Carol Burnett, Will Arnett",Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.,English,USA,1 win & 18 nominations.,https://m.media-amazon.com/images/M/MV5BYzk5YzhjODYtZDc3Mi00OTYyLWIyYzAtMzZjYTljYTYzODM1XkEyXkFqcGdeQXVyODU2MDg1NzU@._V1_SX300.jpg,6.8,"123,873",09 Dec 2008,20th Century Fox,Monday,March,2008,297.138014
8456,Never Back Down,2008-03-04,20000000.0,41627431.0,tt1023111,PG-13,113 min,"Action, Drama, Sport",Jeff Wadlow,Chris Hauty,"Sean Faris, Amber Heard, Cam Gigandet, Evan Peters",A frustrated and conflicted teenager arrives at a new high school to discover an underground fight club and meet a classmate who begins to coerce him into fighting.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMTkzNDg3MTIyMF5BMl5BanBnXkFtZTcwOTAwNDc1MQ@@._V1_SX300.jpg,6.6,"92,476",29 Jul 2008,Summit Entertainment,Tuesday,March,2008,41.627431
7840,"10,000 BC",2008-03-05,105000000.0,266000000.0,tt0443649,PG-13,109 min,"Action, Adventure, Drama, Fantasy, History",Roland Emmerich,"Roland Emmerich, Harald Kloser","Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel","In the prehistoric past, D'Leh is a mammoth hunter who bonds with the beautiful Evolet. When warriors on horseback capture Evolet and the tribesmen, D'Leh must embark on an odyssey to save his true love.",English,"USA, South Africa",,https://m.media-amazon.com/images/M/MV5BMzc2NDMzNDY4Ml5BMl5BanBnXkFtZTYwNzM2Njk3._V1_SX300.jpg,5.1,"121,872",24 Jun 2008,Warner Bros. Pictures,Wednesday,March,2008,266.0
54911,The Amazing Truth About Queen Raquela,2008-03-07,400000.0,5255.0,tt0814005,R,80 min,"Biography, Drama",Olaf de Fleur Johannesson,"Olaf de Fleur Johannesson (screenplay), Benedikt Jóhannesson, Stefan C. Schaefer (story treatment), Stefan C. Schaefer (structure), Thor Thorsteinsson (story support)","Raquela Rios, Stefan C. Schaefer, Olivia Galudo, Brax Villa","Raquela, a transsexual from the Philippines, dreams of escaping the streets of Cebu City for a fairy tale life in Paris.","Icelandic, Visayan, English, Thai","Iceland, Philippines, France, Thailand",4 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMTMyNTE1NDA2N15BMl5BanBnXkFtZTcwOTA1MzU1MQ@@._V1_SX300.jpg,6.1,204,20 Apr 2010,Regent Releasing,Friday,March,2008,0.005255
13493,College Road Trip,2008-03-07,0.0,68397662.0,tt0997047,G,83 min,"Adventure, Comedy, Drama, Family",Roger Kumble,"Emi Mochizuki, Carrie Lee Wilson, Cinco Paul, Ken Daurio","Martin Lawrence, Raven-Symoné, Kym Whitley, Adam LeFevre","James Porter (Martin Lawrence) drives his teenage daughter Melanie (Raven Symone), from their home in Chicago to a college interview in Washington, D.C.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTc5NjM4Njg1NF5BMl5BanBnXkFtZTcwMDE2OTc1MQ@@._V1_SX300.jpg,4.3,"14,781",15 Jul 2008,Buena Vista,Friday,March,2008,68.397662
14054,Snow Angels,2008-03-07,0.0,414404.0,tt0453548,R,107 min,"Drama, Romance",David Gordon Green,"David Gordon Green (screenplay), Stewart O'Nan (novel)","Kate Beckinsale, Sam Rockwell, Michael Angarano, Jeannetta Arnette","A drama that interweaves the life of a teenager, with his old baby sitter, her estranged husband, and their daughter.",English,USA,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2MDMwNjgzNF5BMl5BanBnXkFtZTcwNzE1OTc1MQ@@._V1_SX300.jpg,6.8,"11,985",16 Sep 2008,Warner Independent,Friday,March,2008,0.414404
